Date,5,6,7,8,10,11
1980-01-01,-1.7972657800963974e-05,-4.680957511164631e-05,-1.5951785899879564e-05,-0.00010142604448400462,-6.908132241566761e-06,-1.8203284804374866e-05
1980-01-02,-2.070026219232787e-05,-5.046314172448732e-05,-2.5393045237751183e-05,-4.665060087430327e-05,-1.0511385715999854e-05,-1.1515288874536007e-05
1980-01-03,-1.7556506099578427e-05,-2.93066314249771e-05,-2.27017717684552e-05,-1.0712069691685725e-05,-1.1141606855640106e-05,-1.784005840282929e-05
1980-01-04,-1.939469372231798e-05,-3.872320470040404e-05,-2.3474373252561355e-05,-0.00012443901980381148,-1.0966158823280909e-05,-2.764419606755146e-05
1980-01-05,-3.1853290486339215e-05,-0.00011798022871426848,-2.2009039760120115e-05,-8.552849703547286e-05,-7.5733618997064e-06,-1.8802114220019057e-05
1980-01-06,-3.353116823478751e-05,-9.58551400066955e-05,-2.7571603685002497e-05,-5.948154112093064e-05,-1.3891823883487022e-05,-9.576381898122814e-06
1980-01-07,-3.44106830271061e-05,-4.752150550410177e-05,-4.596334621069705e-05,1.5108118506866983e-05,-1.4642047538025813e-05,-3.916075892059618e-05
1980-01-08,-3.863449448377078e-05,-5.121987032341801e-05,-2.531284671184849e-05,-5.858374729432914e-05,-1.0630477981805032e-05,-3.989528389648473e-05
1980-01-09,-2.6332358533890705e-05,-2.46527524242053e-05,-1.6625122167591277e-05,-3.290570127829891e-05,-8.684848587575261e-06,-2.358573575935596e-05
1980-01-10,-1.3018984232046471e-05,-8.965984671190821e-06,-6.181407501047345e-06,3.0291120936463177e-05,-3.3752420389602187e-06,4.202605140724534e-06
1980-01-11,4.454697398252127e-05,8.913291400133551e-05,7.253422100935905e-06,0.00013584571738304855,-8.37663047277051e-06,8.15728677798708e-06
1980-01-12,-5.838408620250418e-05,-0.00013443763884606123,-4.0772492313165226e-05,-0.0002599048821294521,-1.1283645543388949e-05,-5.034591327922798e-05
1980-01-13,-4.074256415353209e-05,-8.986777438170497e-05,-5.612511118721433e-05,-0.00010291758191488396,-1.1166527712460557e-05,-3.265941462416664e-05
1980-01-14,-5.746552808155816e-06,-2.455634697241995e-06,-2.184908058180439e-05,-2.7099932660060447e-06,-3.8684992294976005e-06,2.007072386056973e-07
1980-01-15,-3.1548909423989585e-06,2.2602022764434037e-06,-9.2568656208555e-06,9.082049475510435e-06,2.036006278801131e-06,2.539558143016753e-05
1980-01-16,4.317540099476695e-06,1.954858141808821e-05,1.216779949330576e-05,5.155056668762925e-05,7.978292591526516e-07,1.851346463740117e-05
1980-01-17,1.1624529015258189e-05,2.176451210506208e-05,-1.3203618037618128e-05,1.0095373560124847e-05,-3.04752579792524e-06,-3.702572213329496e-06
1980-01-18,-2.990879252428745e-06,3.5921655387060844e-06,-1.2949834490371413e-05,-2.1134055515134737e-05,-4.833327835530426e-06,-6.0119319918421e-06
1980-01-19,-1.4222716860196084e-05,-2.326087263596903e-05,-1.928121703079352e-05,-6.605374556343709e-05,-6.618144258604845e-06,-8.276090300939632e-08
1980-01-20,-1.578168025991679e-05,-2.311288554375989e-05,-2.192253723105292e-05,-4.551572733575576e-05,-5.606907057302429e-06,-4.835269994026484e-06
1980-01-21,-2.4008755458593975e-05,-2.8174541800893563e-05,-1.9625691755465036e-05,-4.595517153372804e-05,-6.432637988335344e-06,-7.85356759583276e-06
1980-01-22,-1.2996904166274328e-05,-1.9598487254440446e-06,-4.2917716099692425e-05,-3.052439518855937e-05,-1.295710713920147e-05,-2.5171163894177997e-05
1980-01-23,-5.860316987407755e-05,-0.00014413427955683498,-3.666574030500919e-05,-0.0002962119020874468,-7.959950801933506e-06,-5.0773776492551495e-05
1980-01-24,-4.278115766484454e-05,-0.00011360848508959134,-9.884327647827278e-06,-0.00015163598948393718,-4.793989717447776e-06,-2.9844854752278885e-05
1980-01-25,-1.2006190297431192e-05,-3.708431909325358e-05,-2.228180384309041e-05,-4.9881443623879736e-05,-9.995495893389032e-06,-1.728602022888042e-05
1980-01-26,-2.185153917560901e-05,-9.116290650260704e-06,-2.561297008227137e-05,8.869312069912667e-06,-1.131937524200943e-05,-1.7802456394414835e-05
1980-01-27,-2.823786753292788e-05,-2.4949515050472857e-05,-2.1876747672473865e-05,-8.225697669972409e-05,-1.0073697016282872e-05,-3.5012817653690465e-05
1980-01-28,-2.9444687248019345e-05,-5.511590808882363e-05,-1.7558542069397253e-05,-9.401108671931109e-05,-8.458668376283114e-06,-3.1880254535271705e-05
1980-01-29,-3.869147985335963e-05,-9.077243529716114e-05,-1.5075957954017693e-05,-0.00010201927154671238,-7.6050825512461725e-06,-3.7391160621809095e-05
1980-01-30,-3.382009783036625e-05,-9.634387333477832e-05,-1.2760845281932084e-05,-4.602054945033663e-05,-6.911465072633583e-06,-2.392604337293934e-05
1980-01-31,-3.276158395927025e-05,-0.0001299852502165795,-1.1544376608920988e-05,-0.00021411231835322887,-4.4085994141994655e-06,-5.487988887593061e-05
1980-02-01,-3.06444669760345e-05,-0.0001901993694590241,-7.525796205633323e-06,-0.0002733218212371358,-3.220808771471296e-06,-4.510475488988455e-05
1980-02-02,-2.2124907045883085e-05,-0.00012624131744953693,-7.315217967618079e-06,-0.0001354219017435541,-3.772150953560767e-06,-3.420615952877059e-05
